username,forum_num_days,video_stop_backward_seek_avg,watched_time_hour,qz_mean,seek_video_avg,watched_time_weekday,active_num_days,video_avg_count,indicator,final_score
Y1050274,1.44294347678,-1.4086302979,0.682208309528,0.523704152731,-1.82248798843,-0.784421140918,-0.453157167426,0.127647535601,1.0,80.0
Y1050275,-0.0890101393943,-0.529106555943,0.319123567572,0.306659813812,-0.399120340971,0.0710329191263,0.00920224523374,-0.0554301022521,0.0,20.0
Y1050276,-0.15678648719,-1.01026457887,1.23060841708,-0.311073503199,-1.88288467798,-0.972329636053,-1.05033063227,0.944909824376,0.0,40.0
Y1050277,-0.895722985457,-0.300383129596,0.525293602318,-0.17432700755,-0.60581554752,0.428546440585,0.556295824339,0.341079027295,0.0,10.0
Y1050278,1.35924669774,-1.39310475734,0.106430627161,0.576001479493,-2.20172192443,0.159947207535,-0.399477103981,0.394124382789,0.0,54.0
Y1050279,1.50909306181,-0.501968929648,-0.0790419316648,0.627155568854,0.776447920039,-0.103811514583,-0.10676157295,0.486101552861,1.0,70.0
Y1050280,-1.17651719518,-0.439013621028,0.229772310934,0.0506573837694,-0.890580188977,-0.0926797892064,-0.814743636078,0.775611479775,0.0,10.0
Y1050281,-1.88849901926,0.214253362587,0.151247512257,-0.0200311827658,0.389211210214,0.356644510542,0.30527035957,-0.505948954301,0.0,10.0
Y1050282,-0.733260587592,-0.265634244435,0.382905520125,0.0864933758677,-0.146917076594,0.0731021407027,-0.220601650617,-0.331827812776,0.0,10.0
Y1050283,-0.454743772423,0.200106686039,-0.545467500353,-0.529621056128,-0.226361724027,-0.447630238355,-0.14898774004,-0.035070197021,0.0,20.0
Y1050284,0.312276965693,-0.599442777681,-0.118371788553,0.730368112695,-0.153994801547,0.218989631489,-0.139122494802,-0.100671555099,0.0,30.0
Y1050285,-3.13825207581,0.454448492326,0.0799863050776,-0.235510332674,0.259146014895,0.17651726106,0.0699241622072,0.00504225426371,0.0,0.0
Y1050286,1.25118583452,-0.22225582209,0.064762776988,-0.213245112198,0.420572209987,-1.16274574534,-0.734908590438,0.237120981616,1.0,72.0
Y1050287,1.89214431054,0.185896228537,-0.844721820916,-0.777157532716,0.209316295889,-1.45802255995,-0.537091400454,-0.670481858142,0.0,50.0
Y1050288,-3.13825207581,0.454448492326,0.0799863050776,-0.235510332674,0.259146014895,0.17651726106,0.0699241622072,0.00504225426371,0.0,0.0
Y1050289,2.86939992735,5.29725666159,2.23641028422,2.04509997665,0.849864395958,-0.618989432109,-0.524012875064,0.000795609421854,1.0,60.0
Y1050290,-3.13825207581,0.454448492326,0.0799863050776,-0.235510332674,0.259146014895,0.17651726106,0.0699241622072,0.00504225426371,0.0,0.0
Y1050291,-0.0134222995772,-0.660236583833,0.898559495004,0.554898926932,0.0846027389202,-1.55204765503,0.0966953786155,0.0624952325401,0.0,40.0
Y1050292,1.52408662575,-0.678179639494,-0.450366370546,1.10664786282,0.400110809114,0.967394078015,0.147127658374,-0.549446613892,0.0,50.0
Y1050293,2.10515383001,-0.687228379711,-0.345481152306,0.763391240508,0.0915733319129,-0.894583961033,1.7916047545,0.285456835196,1.0,80.0
Y1050294,0.873484145897,0.216750635994,-1.13017901242,-0.818929381949,-0.510357849017,-1.08654740985,0.0791225442174,0.0242251140551,0.0,40.0
Y1050295,1.58662255575,-0.938216702297,-0.294194931253,1.04668029158,-0.381181537676,0.625366268999,0.232855697705,-0.329565164332,0.0,30.0
Y1050296,-0.738548959737,-0.286342942288,0.429353177832,0.0479100498983,-0.136347092095,-0.0285045055996,-0.698400147592,-0.137569280628,0.0,20.0
Y1050297,-2.32197037016,0.107522014286,-0.112845870379,0.0277145911956,-0.224776496049,0.3798493269,0.29392007951,0.319309048767,0.0,10.0
Y1050298,-0.144991851195,-0.752492817969,0.545057571045,-0.0223699469284,-1.52545653981,0.0409547835461,0.0569507874059,-0.203120500507,0.0,10.0
Y1050299,-1.75461330311,0.0980092881083,0.500977225827,-0.316915889626,0.009196627895,0.339535799686,0.182048990321,-0.150445801918,0.0,10.0
Y1050300,0.700332791624,-0.634023284193,0.657324314373,-0.18549856353,-0.878664100951,0.714256737027,-0.682641289137,-1.20877505485,0.0,10.0
Y1050301,-0.971229023719,-0.137548667198,0.328119217038,-0.353374151232,-0.575095553568,1.16976320564,0.322435487281,-0.0722223231179,0.0,10.0
Y1050302,-1.26299284916,0.266882526662,-0.47917173383,-0.426200242522,-0.125361384072,0.898308547658,0.204683667638,0.444972208003,0.0,10.0
Y1050303,1.95819160542,0.353587792213,-0.453632994239,-1.43766030874,0.0918808780033,0.351893202669,0.211223856932,-0.689271614928,0.0,20.0
Y1050304,-1.62660478146,-0.0244690276782,-0.0292045734994,0.185712435462,-0.0414729902999,0.400422728041,0.659389266095,0.261616548333,0.0,10.0
Y1050305,0.478771649552,-0.321361078106,-0.587845826472,0.830233736316,0.596761530337,0.356900012026,0.082051351941,0.0622349614372,0.0,20.0
Y1050306,0.0639913898634,-0.271824259006,-0.226095548545,0.125822698788,-0.122377100467,1.71374384022,-0.586451949269,-0.17644264172,0.0,10.0
Y1050307,-1.93576344328,0.115250001262,0.144679446183,-0.263970257877,-0.251352451339,0.75261127445,0.145575524372,-0.0977825370831,0.0,10.0
Y1050308,1.37171523966,0.565526877526,-0.613021175722,-1.40354394601,0.78287397223,1.80106659231,-0.745830888759,0.387971987597,0.0,10.0
Y1050309,-3.13825207581,0.454448492326,0.0799863050776,-0.235510332674,0.259146014895,0.17651726106,0.0699241622072,0.00504225426371,0.0,0.0
Y1050310,-1.69194540449,0.0420521780779,-0.0492179004274,0.305015082241,0.284242289915,0.0479944338474,0.20414795536,-0.229042252018,0.0,10.0
Y1050311,1.43656678699,-0.266479816889,0.321082083448,-0.0669951392386,0.917742770853,1.03594406282,-1.62350631751,-0.418905630578,0.0,20.0
Y1050312,-1.25350580678,-0.277368435417,0.3772857204,-0.00291106962496,-0.608341853453,-0.121638625083,-0.0596737282141,-0.173089006994,0.0,10.0
Y1050313,-0.373894333089,-0.418488456247,0.391561227482,0.112517504797,-0.414884695479,0.103293838486,-0.358711001076,-0.380914431438,0.0,30.0
Y1050314,-0.720778482681,0.149995663711,0.162481154826,-0.383162750392,0.240200359349,0.119294921299,0.52012311078,-0.240045326569,0.0,30.0
Y1050315,1.68923479743,-0.226274126821,2.17263096094,-1.1097274776,0.980425048493,0.546884680099,1.01729744757,0.062461003857,0.0,20.0
Y1050316,-0.1896674462,0.180262972473,-0.780091629141,-0.0824251129355,0.29902954007,0.486342359152,0.764904621859,0.376955312049,0.0,10.0
Y1050317,1.43214770235,0.205411979118,-0.410298715236,-0.624192159858,0.833491154614,-0.695775384153,-0.38642640995,0.176106898162,0.0,55.0
Y1050318,2.3626071998,0.219051182253,-0.717991331012,-0.283493154157,1.47541219081,0.25900115639,-0.328208775284,-0.736829060271,0.0,40.0
Y1050319,0.825715446773,-0.908456379648,0.734855730225,0.370692846929,-0.798591626427,-1.13126442793,0.763992430629,0.287538350114,1.0,76.0
Y1050320,1.21982303585,-0.0975517528321,-0.815942802772,-0.135194981209,0.27390598386,0.747681499644,-0.520604321278,0.904437657057,0.0,10.0
Y1050321,-1.60473851791,-0.149954155214,-0.102352317589,0.954738161048,0.50982755618,-1.26377372115,0.660794924038,-0.389977730926,0.0,20.0
Y1050322,3.48195461145,4.03681040441,1.1653056039,4.21911634454,-0.717364424015,-0.334299796244,-0.189837555109,0.151947649415,1.0,99.0
Y1050323,2.89429829265,-0.631594648373,-1.52213882786,1.71010241638,1.28185263702,-0.177303605907,0.282286653723,0.0804209904742,1.0,88.0
Y1050324,4.96728793435,-0.468409965934,6.15027285718,-3.31478299234,2.46941388509,-0.466361874761,0.9589758677,1.8721494926,0.0,30.0
Y1050325,2.0036229512,-0.320451405714,0.22126409643,-0.745361293547,-0.441051230679,0.773529189138,0.214558732857,-0.675810758956,0.0,20.0
Y1050326,1.32024473032,-0.718773894282,0.613718728007,-0.502308653409,-1.36292849643,0.189358413098,0.0937912432946,-0.423881224367,0.0,20.0
Y1050327,-2.35518914315,0.425911809022,0.137931875481,-0.521937666455,0.233947462112,0.368585851543,-0.108395217198,0.114602090219,0.0,0.0
Y1050328,3.69754444073,-0.242000800235,2.79003295798,-0.844377761173,3.11926457664,0.410159790277,0.262445402556,0.230416593476,1.0,71.0
Y1050329,1.11568284656,-0.475255177292,0.862617456998,-0.0443729516326,0.441376404208,0.695713642141,-0.608508201743,-0.325887079263,0.0,20.0
Y1050330,0.709440769918,-0.361782055976,-1.27719665304,0.631946937941,-0.397996321069,0.860441935712,1.25873442451,0.790037007201,0.0,10.0
Y1050331,1.2975194812,-0.706585608523,0.24322035601,0.179156052666,-0.644208050704,1.60868862464,0.942498853886,-0.164710601432,0.0,10.0
Y1050332,3.02515238417,0.472209525809,-1.27262395816,-1.41467977454,0.22872521548,0.148853063862,1.10890795127,-0.485489512688,0.0,40.0
Y1050333,-0.618254387522,-0.461239351388,-0.431892805429,0.665625121872,-0.311082940086,0.32064862378,-0.721142443774,0.868727468921,0.0,10.0
Y1050334,-0.854198878134,0.0318526256766,-0.484193670695,0.288602884791,0.373296739488,0.253470297692,0.030615861725,0.227385380487,0.0,20.0
Y1050335,0.311046922227,-0.149679338087,0.0214955943316,-0.674222212448,-0.689208296055,0.0702170805516,-0.114411592937,-0.0162481196115,0.0,10.0
Y1050336,0.276910028862,-0.658399813222,0.418388706808,0.729629357823,-0.0811140048628,-0.844276688262,0.33874027743,-0.698558381028,0.0,50.0
Y1050337,-1.5709311446,-0.247720301037,0.301600041582,0.105309587633,-0.615967149764,-0.36219459372,0.261750285772,-0.0889265865089,0.0,10.0
Y1050338,-1.67816618594,0.0217913051641,0.0845579603803,0.213550875608,0.274335611862,-0.0622761940149,-0.114739847683,-0.0788557132076,0.0,10.0
Y1050339,-1.89510872285,0.0148331775235,-0.0636544780168,0.577166593655,0.44438372193,-0.651609247067,0.392687951453,-0.24711465733,0.0,20.0
Y1050340,0.900215309873,-0.936091622122,-0.0772492705565,0.438065539578,-1.41755614227,1.12985458519,0.774866213162,0.404319341479,0.0,10.0
Y1050341,-0.206610598828,-0.458364432012,0.0262099743111,0.564574734854,-0.17635086709,0.238992320614,0.826013416382,0.0991242779092,0.0,20.0
Y1050342,-0.271977402119,-0.61135157142,-0.218984730332,1.2938388791,0.112172104726,-1.10549956475,0.680255584387,-0.168700654141,0.0,50.0
Y1050343,-3.13825207581,0.454448492326,0.0799863050776,-0.235510332674,0.259146014895,0.17651726106,0.0699241622072,0.00504225426371,0.0,0.0
Y1050344,2.02130484953,-0.834154886167,-0.920762668962,1.64889700257,0.616283929575,1.11184259975,0.482284735674,0.106787117823,0.0,40.0
Y1050345,-2.6638320917,0.312573930831,-0.119363619513,0.174966591879,0.543994856284,-0.0991515873905,-0.204764108922,0.163903725276,0.0,10.0
Y1050346,-0.763054465533,0.0824588793604,-0.558955004557,0.282678680744,0.791058443185,-0.103431011002,-1.28480577482,0.775888868298,0.0,50.0
Y1050347,1.35454454401,-0.164697295081,-0.747106420874,-0.204742209494,-0.159237000818,-0.468994156644,-0.262759279207,0.0353229829394,0.0,20.0
Y1050348,-1.45846136905,0.0148547227703,0.297876250877,0.0928967232916,0.328098921937,0.0216312501047,0.177901039754,-0.136728956679,0.0,10.0
Y1050349,0.478848574062,-0.82008774748,-0.165373279169,0.84829751267,-0.445615395269,-0.237261173698,-1.37804807911,0.259303260166,1.0,65.0
Y1050350,2.89910082318,0.617540836684,-0.932957499025,-1.74252102475,0.765409985034,1.17431858532,-0.396495486941,-0.177439500279,0.0,10.0
Y1050351,2.4091704703,-1.06156809989,-0.179934020292,1.18260495289,0.00214546458372,0.767625917749,0.395880526587,0.0364454392151,1.0,70.0
Y1050352,2.31429005927,-0.54780654108,-1.39005520181,1.17498008769,0.529486665204,0.247259441899,0.339763403981,-0.0344489182334,1.0,80.0
Y1050353,1.96696533949,0.215004383682,-1.27674472604,-0.10216990039,1.23636177676,0.828475760836,-0.524837091877,0.250162570163,0.0,50.0
Y1050354,1.58230450791,-0.664736525889,-0.0798382027109,1.1396467911,1.03099444044,0.189231861729,-0.588139909186,-0.137490888483,0.0,50.0
Y1050355,-1.38816346454,-0.15140453872,-0.0777593718845,0.246221205418,-0.285697934444,0.29055218547,0.187439455856,-0.0342234830502,0.0,10.0
Y1050356,1.24514604547,0.0352001656185,-0.0352584362993,-0.409396102582,0.853569931131,0.469678356134,-1.22145842858,-0.648011559379,0.0,30.0
Y1050357,0.323840372902,-0.0815022876952,0.621576896071,-0.6399834133,0.184869608101,0.238870558994,-0.962425322294,-0.616791977708,0.0,20.0
Y1050358,1.25223976324,-0.525844772388,-0.920662672447,0.70151321396,-0.150634543947,0.433315586807,0.42256009214,0.606626137492,0.0,50.0
Y1050359,-2.285693886,0.234612663447,-0.351064522893,0.440753332465,0.788683199363,-0.0274284658158,-0.577860947801,0.464593839498,0.0,20.0
Y1050360,1.0465402143,-0.180856533274,0.599755798714,-0.8576280989,-0.190707991684,-0.229863822503,0.217547159272,0.0820693843197,0.0,30.0
Y1050361,1.12938514457,-0.764608553408,-0.396042939371,0.952585704688,-0.228733552588,0.935113961485,0.529018785613,0.118871199668,0.0,30.0
Y1050362,2.69085133765,-0.855667104305,-0.537244890864,1.42765861973,0.917472930239,0.342995592051,-0.227876931379,-0.289125646482,1.0,80.0
Y1050363,-3.13825207581,0.454448492326,0.0799863050776,-0.235510332674,0.259146014895,0.17651726106,0.0699241622072,0.00504225426371,0.0,0.0
Y1050364,2.58239488871,-0.870409160744,0.192448920899,0.70700046648,0.22880807485,-0.344712441152,-0.139327369361,-0.854997725423,1.0,72.0
Y1050365,2.76968862917,-0.846351386336,0.0275891995019,0.256036369714,-0.391542801426,-0.69194480698,0.276918980925,-0.12790744929,1.0,96.0
Y1050366,-0.00725430395944,-0.0881646074247,-0.00108341892166,-0.668249871684,-0.717889897407,-0.249507826773,0.400441845075,0.134455800293,0.0,10.0
Y1050367,1.4528319281,-0.515166230306,-0.0915134145297,0.576526365559,0.431010303936,-1.05879476504,0.288668883996,-0.0286417513032,1.0,90.0
Y1050368,0.676310571165,-0.201010114499,0.731241131319,-0.592522693264,0.0137642142059,0.187807545363,0.141233841101,-0.439764775685,0.0,20.0
Y1050369,-0.145439098551,-0.40381936153,0.804969474745,-0.662306176365,-0.972168702951,-0.357750703588,-0.899008633374,-0.187217786974,0.0,10.0
Y1050370,-0.384061289377,-0.459935337646,0.760666760411,-0.0769833759701,-0.560162739172,-0.177879068516,-0.0779413875831,-0.374570823094,0.0,20.0
Y1050371,-0.496135553718,-0.51083402605,0.376184529706,0.494595565032,-0.210752861705,-0.705060857408,0.0809201231945,0.105481828599,0.0,40.0
Y1050372,2.12061608863,0.220612654064,-0.724275056526,-0.987619022968,0.253102751734,-0.130778065819,-0.0136316665041,-0.363993683439,0.0,50.0
Y1050373,-1.0119360422,-0.0648518992406,-0.265927606796,0.132973899196,-0.0440063736551,-0.455163892725,-0.38353104581,0.208356350156,0.0,20.0
Y1050374,1.3505644218,-0.248249834921,-0.468164776882,-0.645028992154,-0.986924955085,-0.618787851737,0.505400698232,0.0459601203744,0.0,30.0
Y1050375,0.304442918142,0.364748985362,-1.37613429101,-0.100990090776,0.990242303064,-0.111947460807,-1.13206587731,1.13461506974,0.0,30.0
Y1050376,2.33033656808,-0.672024423314,-1.08996451601,1.73920106715,1.36731107837,-0.365178478807,-0.0270501129719,0.258587925334,1.0,90.0
Y1050377,0.0155368922473,-0.0528773579412,-1.19144373349,0.491912079279,0.122618874636,-1.10977790286,0.359875467117,0.292967570583,0.0,40.0
Y1050378,3.02573526957,-0.288901712713,0.623607528806,0.0869680722949,1.95538483574,-0.376401258731,1.60531634203,1.01697847356,1.0,93.0
Y1050379,0.60964261388,-0.815914121513,-0.676097413813,1.73500829074,0.576257195506,-0.844671067564,-0.923613282458,0.887998559708,1.0,60.0
Y1050380,1.89044677232,-0.931891314915,-0.341767960584,1.17822539842,0.268749591592,0.609311882763,-0.80747801831,0.541672175131,1.0,80.0
Y1050381,2.63078335776,0.231949336751,-1.75007013086,-0.0286076015849,1.03976521523,0.20783270681,0.154585029934,-0.637073025124,0.0,55.0
Y1050382,1.25916559201,1.29549781833,-1.94112557234,-2.54723733482,-0.0988388884679,-1.27251278058,-0.646593185915,-0.464952311987,0.0,20.0
Y1050383,-2.17486444148,-0.0476253213063,0.116652447323,0.100453447295,-0.350567961759,-0.316614425552,-0.0024232556345,0.172250116945,0.0,10.0
Y1050384,3.01028748536,5.5777475327,0.962035865261,0.847176112695,-1.38865257326,0.287486143943,0.0401155376186,-0.7905972032,0.0,30.0
Y1050385,3.90413544969,-0.898559740961,1.50602874254,-0.729688239483,-0.00197381480484,-0.613219988274,-0.148599975577,0.209808863373,0.0,40.0
Y1050386,0.936234018096,-0.683187094714,0.39547864337,0.375427854151,-0.129017764812,0.226766183049,-0.948105776136,-0.453863120198,0.0,30.0
Y1050387,2.24481298948,0.547832748038,-1.75308802614,-1.83320456709,-0.766445420951,1.51399189436,0.206088309269,0.0348090516338,0.0,10.0
Y1050388,-1.46533615231,-0.139888670335,-0.0438601899886,0.591869642362,0.186347422849,-0.569800972203,0.267086603864,-0.371510013765,0.0,20.0
Y1050389,-3.13825207581,0.454448492326,0.0799863050776,-0.235510332674,0.259146014895,0.17651726106,0.0699241622072,0.00504225426371,0.0,0.0
Y1050390,-2.22917078359,-0.0362352546049,0.212648373391,-0.0590499268667,-0.427192792612,-0.246522530178,-0.340425683108,0.29652172566,0.0,10.0
Y1050391,-1.83142498541,-0.0111305273126,-0.159442864726,0.485360328259,0.235275780348,-0.245357592118,0.278818768472,0.0290246989271,0.0,10.0
Y1050392,-2.47405659121,0.147267967554,0.0259371159684,0.52890058674,0.603388932567,-1.11025657464,0.161836980286,-0.310580597151,0.0,20.0
Y1050393,-3.13825207581,0.454448492326,0.0799863050776,-0.235510332674,0.259146014895,0.17651726106,0.0699241622072,0.00504225426371,0.0,0.0
Y1050394,-0.284938511739,0.311467523839,-0.89078352318,-0.609803395911,-0.334953878085,-0.35327112618,0.509276278823,-0.232616773902,0.0,20.0
Y1050395,-1.69630923721,0.647953990017,-0.455090215356,-0.853398533203,0.158373018158,0.282144012985,0.24293361019,-0.164016236113,0.0,10.0
Y1050396,2.5558882951,0.600606739671,-2.36625807972,-0.678905089664,0.812409515435,0.825750722649,0.324635962777,0.260136657037,0.0,20.0
Y1050397,-2.59126755908,0.201476295455,0.0354752081641,0.394004542137,0.542640182389,-0.883178838927,0.145617071213,-0.254882446901,0.0,20.0
Y1050398,-2.84939472685,0.38901594016,0.163632207604,-0.287920496544,0.20150719572,0.285022959117,-0.0108169566287,0.0065892445855,0.0,0.0
Y1050399,-3.13825207581,0.454448492326,0.0799863050776,-0.235510332674,0.259146014895,0.17651726106,0.0699241622072,0.00504225426371,0.0,0.0
Y1050400,0.578063530028,0.301916843419,-1.38756163703,-0.125769012534,0.495746373367,0.354517224994,0.578578896229,0.330665755604,0.0,20.0
Y1050401,-1.93140250348,-0.0502814935129,-0.00822535513397,0.19740377617,-0.269941773213,-0.0384771648523,0.361776023844,0.00341413183548,0.0,10.0
Y1050402,-3.13825207581,0.454448492326,0.0799863050776,-0.235510332674,0.259146014895,0.17651726106,0.0699241622072,0.00504225426371,0.0,0.0
Y1050403,-1.84383246541,-0.161207765488,0.023504042946,0.354550654469,-0.270447636086,-0.48851955337,0.130241154172,0.197345513666,0.0,20.0
Y1050404,-2.82568949482,0.309892951257,0.0545513925556,0.124212452933,0.421142682035,-0.429023367504,0.113177253068,-0.143486146402,0.0,10.0
Y1050405,-2.98197078532,0.382170721792,0.0672688488166,-0.0556489398705,0.340144348465,-0.126253053222,0.0915507076374,-0.0692219460692,0.0,10.0
Y1050406,-1.94038942662,0.206333998859,0.0410128422418,0.0406146419451,0.320355900173,0.366919486116,0.272669387734,-0.568166390301,0.0,10.0
Y1050407,1.95416026839,4.45376298336,1.51244649338,2.09808635898,-3.06221455579,0.940920215605,0.209570042321,0.496678911226,0.0,10.0
Y1050408,-2.09546128724,-0.0621198135479,0.0356050722385,0.254428156624,-0.267303637225,-0.376698823994,0.367252758944,0.0635290351451,0.0,10.0
Y1050409,-2.90383014007,0.346031836524,0.0609101206861,0.034281756531,0.38064351525,-0.277638210363,0.102363980353,-0.106354046236,0.0,10.0
Y1050410,-1.93372784128,-0.0904175870189,-0.0740463011668,0.509272281253,0.00261519763259,-0.598534881432,0.391275260169,0.0329213587243,0.0,20.0
Y1050411,-2.23545806905,0.116711391866,-0.213871368112,0.357823534715,0.213821275498,-0.0346865386326,0.417113940802,0.153063968262,0.0,10.0
Y1050412,2.20080121233,0.26180701196,0.333981859849,-1.25951369369,1.13750989832,-0.56392856051,-0.980166513979,-0.306224510043,0.0,30.0
Y1050413,1.10975301187,0.539946385913,-0.529142492204,-0.698792047875,1.51270452564,-0.410314954084,-0.570309970946,-0.344653378846,1.0,60.0
Y1050414,3.95442453909,6.57459651673,-0.205772614039,-0.415009409968,-0.392417906052,-0.183157245028,0.172300237627,0.412983188296,0.0,53.0
Y1050415,1.10577314708,-0.503517292766,0.435058774029,0.321188415142,0.442761902662,0.131930753048,-0.235623942257,-0.312487151307,0.0,30.0
Y1050416,1.23601925988,0.060905367298,-2.03448201604,0.593516490874,0.765090395138,-0.182227165909,-0.20605995498,1.01555395016,1.0,63.0
Y1050417,2.20104170176,-0.919590870749,-0.00618848165197,0.592608330837,-0.383371787837,0.0992487143744,0.65192041991,0.380623839857,1.0,62.0
Y1050418,0.0962285385107,-0.935771492588,0.428680846909,-0.1309174134,-2.24609704566,0.570301120767,0.245876509431,0.151196306996,0.0,20.0
Y1050419,-2.86475981745,0.327962393891,0.0577307566209,0.0792471047318,0.400893098642,-0.353330788934,0.10777061671,-0.124920096319,0.0,10.0
Y1050420,0.044345513121,-0.493331862612,-0.25636863341,1.04859494536,0.535360076603,-0.455405622127,-0.954227289046,-0.0698996825956,1.0,75.0
Y1050421,1.01286759984,-0.485786780169,0.444364671978,0.174303223827,0.134777047757,-0.423554245894,0.0065796601112,-0.563510409594,1.0,60.0
Y1050422,0.417241443687,-0.555803306894,0.794766339442,0.0613064644767,-0.173642877033,-0.982243389797,-0.374980190403,-0.252235152993,0.0,40.0
Y1050423,-1.11091025755,-0.122285671515,0.600341961891,-0.289159995157,-0.241351542,0.28110607145,-0.246642962378,-0.371340094106,0.0,10.0
Y1050424,0.61917436737,0.21799368992,0.322930162211,-0.794269509707,0.650421875121,0.159492310122,0.489009282904,-0.475385752353,0.0,30.0
Y1050425,-2.84383062798,0.337667360101,0.0158416856362,0.069452965368,0.421481350508,-0.23301655462,0.0255819580339,-0.0387896033578,0.0,10.0
Y1050426,1.06353993308,-0.0228523723811,-0.790404357848,-0.114084700459,0.0421389162327,-0.917174761239,0.658762836557,-0.413229530141,0.0,40.0
Y1050427,2.38397799865,-1.23185711885,-0.116150893667,1.24047808024,-0.604230982263,-0.863959057576,0.674471755587,-0.370827138856,1.0,96.0
Y1050428,0.51975345552,-0.550870806159,0.566531392542,-0.48826156617,-1.05411773773,-0.193870620985,-0.768954362038,-0.0216982468073,0.0,20.0
Y1050429,-0.979505282516,0.208559655778,0.000467719289856,-0.954024603856,-0.524193853117,0.315544745452,-0.0612264252695,0.481136423961,0.0,10.0
Y1050430,-3.13825207581,0.454448492326,0.0799863050776,-0.235510332674,0.259146014895,0.17651726106,0.0699241622072,0.00504225426371,0.0,0.0
Y1050431,-3.13825207581,0.454448492326,0.0799863050776,-0.235510332674,0.259146014895,0.17651726106,0.0699241622072,0.00504225426371,0.0,0.0
Y1050432,-3.06669640446,0.447485738435,0.0574649878152,-0.212602787229,0.313926533782,0.219632354024,0.00123268197154,0.0857037699744,0.0,0.0
Y1050433,-3.13825207581,0.454448492326,0.0799863050776,-0.235510332674,0.259146014895,0.17651726106,0.0699241622072,0.00504225426371,0.0,0.0
Y1050434,2.48094339566,1.51128413108,-3.52557117648,-3.64474249378,-1.95219298587,-1.62693879716,0.559344596721,0.404292123132,0.0,20.0
Y1050435,-2.7866191722,0.291823508623,0.0513720284904,0.169177801133,0.441392265427,-0.504715946074,0.118583889425,-0.162052196485,0.0,10.0
Y1050436,-2.46083600885,0.226820234849,0.146806199906,-0.0883633264509,0.150095893486,0.0691388704705,0.037025921181,0.0660352734905,0.0,10.0
Y1050437,-2.46249500043,0.165412795103,0.00959630588028,-0.141801151921,-0.25640615077,0.457385690539,0.326849002918,0.314852321437,0.0,0.0
Y1050438,-0.727570075228,-0.00422027939229,1.45662936819,-1.11006480845,-0.0147875998306,0.120368579605,-0.320418100954,0.186741426303,0.0,10.0
Y1050439,0.0394426127355,-0.797826296621,-0.667627390748,0.941844002496,-0.790003425976,0.493571116515,-0.557385705619,1.54998666638,0.0,10.0
Y1050440,0.757953969467,-0.096189226376,-0.18856705248,-0.770516006024,-0.700917033272,1.01596183299,0.36962814078,-0.252272618218,0.0,10.0
Y1050441,-3.13825207581,0.454448492326,0.0799863050776,-0.235510332674,0.259146014895,0.17651726106,0.0699241622072,0.00504225426371,0.0,0.0
Y1050442,-0.733245968427,0.0947057463597,0.780197279509,-0.773813307536,0.187460367911,-0.325657131018,-0.100827911534,0.311316725629,0.0,10.0
Y1050443,-2.5150389051,0.416371269609,0.262412169492,-0.403731549984,0.309162356306,0.538166248155,-0.171046873583,-0.575109529425,0.0,0.0
Y1050444,-1.18315455059,-0.022957953765,0.289202116569,0.119654460141,0.586130089441,0.0781855354296,-0.62009857765,0.364191786559,0.0,10.0
Y1050445,1.83119405263,-0.850631425171,1.07229282857,0.0635629766858,-0.18880807313,0.300458907624,-0.324785538079,-0.583037573026,0.0,20.0
Y1050446,-3.13825207581,0.454448492326,0.0799863050776,-0.235510332674,0.259146014895,0.17651726106,0.0699241622072,0.00504225426371,0.0,0.0
Y1050447,-0.469807245997,-0.541823241678,1.10485240468,-0.623776364085,-1.37177388701,0.165065067316,-0.158167965639,-0.2447670729,0.0,10.0
Y1050448,1.29638530881,-0.959664646715,0.170818006695,0.490606366241,-0.781734197249,0.596093907183,-0.610591756077,0.451420311081,0.0,20.0
Y1050449,2.5138036876,-1.29962563333,1.46563674914,-0.420646920249,-1.78003516427,0.741589945915,0.0439337281752,-0.575887855956,0.0,20.0
Y1050450,1.26757020638,-0.712792181884,1.10491650661,-0.911382720814,-1.34356470875,0.0661118637449,-0.224299270586,0.495764578421,0.0,10.0
Y1050451,-3.13825207581,0.454448492326,0.0799863050776,-0.235510332674,0.259146014895,0.17651726106,0.0699241622072,0.00504225426371,0.0,0.0
Y1050452,2.4138148196,-0.842877993095,0.138279133859,-0.475512532732,-1.53409165365,-0.600350258691,0.10158218713,0.139049308261,0.0,40.0
Y1050453,0.99463954301,0.245618521199,-1.14233239859,-1.74860177732,-1.51816900665,-1.18534262004,-0.843437836343,0.957013988793,0.0,20.0
Y1050454,1.7089822595,-0.708488763419,0.228374932814,0.649564102787,0.23495136991,-0.15442534788,-0.0147858728752,-0.928310284842,1.0,90.0
Y9999984,2.92483156191,0.345465988875,-1.29463185281,-1.48919744005,-0.303915307709,-0.645510079968,0.172813252923,-0.605219461347,1.0,66.0
Y9999985,1.38193310537,-0.815315468007,0.751851170346,0.614468323999,-0.0114854677311,-0.649528518721,0.0561742616031,-1.59705606874,0.0,59.0
